,Country,GDP per capita,Móvil,Internet,Banda Ancha,Year
11456,Benin,798.744304503809,5.926732425,1.182540965,0.001045161,2004
11457,Burkina Faso,418.37666028192,3.038539606,0.400295285,0.001181836,2004
11458,Bangladesh,475.291930195819,2.030536864,0.199036334,,2004
11459,Bulgaria,3389.70704883102,61.07108769,18.13,0.085878838,2004
11460,Bahrain,15846.5059474506,78.29953582,21.45868051,1.80226645,2004
11461,"Bahamas, The",28396.0137099278,58.32878637,22.0,4.0148137,2004
11462,Bosnia and Herzegovina,2698.46717999989,37.39023547,15.46897162,0.176319286,2004
11463,Belarus,2378.62328600741,23.28555917,,0.007798987,2004
11464,Belize,3802.2631601788,27.12438156,9.8,1.022408356,2004
11465,Bermuda,70359.3191088798,74.07407407,60.99086701,,2004
11466,Bolivia,967.406458598204,19.85644786,4.439924601,0.096184392,2004
11467,Brazil,3637.3138901512,35.65363548,19.07367227,1.71595369,2004
11468,Barbados,12512.5779652212,72.70237282,49.8,10.76342977,2004
11469,Brunei Darussalam,21902.0271176465,56.32593557,29.71560414,1.742188391,2004
11470,Bhutan,1068.43181141275,2.995859521,3.156984196,,2004
11471,Botswana,5073.52040802149,29.61382069,3.304889253,,2004
11472,Central African Republic,320.736812338314,1.515199343,0.223401395,,2004
11473,Canada,32143.6814078562,47.20970229,65.95596346,17.0231523,2004
11474,Central Europe and the Baltics,7176.70140197746,67.70070896,29.24634069,2.03119035714998,2004
11475,Switzerland,54878.4710009787,85.67706623,67.8,16.75916271,2004
11476,Channel Islands,56751.126936232,,,,2004
11477,Chile,6194.85272016887,57.82954587,28.17791012,2.990220838,2004
11478,China,1508.66809788453,25.3063175,7.3,1.884961039,2004
11479,Cote d'Ivoire,1308.2878198271,9.31711727,0.849282415,0.004596423,2004
11480,Cameroon,1090.78533201113,8.869803808,0.976075415,,2004
11481,"Congo, Dem. Rep.",194.040002646806,3.751204096,0.196208375,,2004
11482,"Congo, Rep.",1326.59668816877,10.92882772,1.07750493,,2004
11483,Colombia,2782.62318502156,24.71857858,9.118690303,0.30210366,2004
11484,Comoros,1061.07554752819,1.402814336,1.327327178,0.00016744,2004
11485,Cabo Verde,2024.26638129338,14.40594634,5.31883207,0.061977544,2004
11486,Costa Rica,4404.71188432054,21.84734051,20.79230671,0.661064505,2004
11487,Caribbean small states,6459.56538017258,54.8833477,16.81713677,1.5451800104039,2004
11488,Cuba,3395.71084290657,0.673729252,8.407984759,,2004
11489,Curacao,,,,,2004
11490,Cayman Islands,,70.56072815,,,2004
11491,Cyprus,23792.6213632243,89.8,33.83,2.328785812,2004
11492,Czech Republic,11749.8526643577,105.304275,35.5,2.304774705,2004
11493,Germany,34044.0536341248,87.35466029,64.73,8.573548443,2004
11494,Djibouti,863.236087368575,4.468878426,0.781317175,,2004
11495,Dominica,5216.87243383011,59.44417607,30.31961309,4.621920377,2004
11496,Denmark,46511.5983324305,95.63465791,80.93,18.83470322,2004
11497,Dominican Republic,2487.32906105687,28.23643448,8.865553461,0.415145495,2004
11498,Algeria,2610.18542243488,14.93450892,4.634475088,0.110118134,2004
11499,East Asia & Pacific (excluding high income),1426.51721420928,23.41050139,6.879404085,1.39998567263332,2004
11500,Early-demographic dividend,1596.39347582795,11.66807486,4.201648124,0.206868105730812,2004
11501,East Asia & Pacific,4610.66156066136,29.3985605,12.62817622,3.10912774776403,2004
11502,Europe & Central Asia (excluding high income),3399.62597291373,39.36476454,10.70630464,0.444857689041572,2004
11503,Europe & Central Asia,18138.4615851147,66.342168,32.2957315,5.49892518916752,2004
11504,Ecuador,2691.27768473838,26.06702604,4.834442638,0.085463875,2004
11505,"Egypt, Arab Rep.",1062.15809193398,10.3044983,11.92,0.106801653,2004
11506,Euro area,30950.4667553206,89.46997245,47.37316244,9.1607593933245,2004
11507,Eritrea,407.769076960812,0.735347376,,,2004
11508,Spain,24861.2827964413,89.18046164,44.01,7.853939004,2004
11509,Estonia,8914.10355674451,92.09175947,53.2,10.17017891,2004
11510,Ethiopia,136.466250038215,0.209503013,0.155334521,4.71e-05,2004
11511,European Union,26266.1653756511,84.55299451,44.1873074,7.84246878160293,2004
11512,Fragile and conflict affected situations,989.175115190676,5.488871755,1.305805619,,2004
11513,Finland,37702.8453762641,95.15143538,72.39,15.26085571,2004
11514,Fiji,3311.15989532504,17.38561612,7.412943485,,2004
11515,France,33741.2619183406,73.386296,39.15,10.80931341,2004
11516,Faroe Islands,35467.1754699443,86.7605042,66.53359947,6.584033613,2004
11517,"Micronesia, Fed. Sts.",2253.1137454982,11.98780774,11.01786731,0.024384525,2004
11518,Gabon,5739.61320363785,36.14779195,2.9790698,0.048013178,2004
11519,United Kingdom,40371.7108259838,99.69128194,65.61,10.22820347,2004
11520,Georgia,1305.04748557208,19.893081,3.886221354,0.04496173,2004
11521,Ghana,417.508066727662,7.968100146,1.716797704,0.00423085,2004
11522,Gibraltar,,55.85519922,32.88608261,,2004
11523,Guinea,407.300975937447,1.735429756,0.508819332,,2004
11524,"Gambia, The",642.756218338464,11.69374158,3.308003478,0.00240557,2004
11525,Guinea-Bissau,405.075118373342,3.003520387,1.808142203,,2004
11526,Equatorial Guinea,6152.13123760173,8.633807984,0.843930285,,2004
11527,Greece,21955.1041364941,82.99369506,21.42,0.457988755,2004
11528,Grenada,5741.65365795136,41.50862028,19.57062058,0.58362962,2004
11529,Greenland,32023.4522076237,68.64634811,56.09901476,5.83879988,2004
11530,Guatemala,1859.098363351,24.75794771,5.1,,2004
11531,Guam,24472.7820157628,61.98569269,36.16178784,,2004
11532,Guyana,1056.42388561094,23.0183027,,,2004
11533,High income,32302.7967471162,76.49964999,55.00018557,11.3645918313851,2004
11534,"Hong Kong SAR, China",24928.1003722551,121.786324,56.39988039,22.50316774,2004
11535,Honduras,1204.47982560326,9.710360619,5.6,,2004
11536,Heavily indebted poor countries (HIPC),455.899543152718,4.255530934,0.916881862,,2004
11537,Croatia,9747.44077059414,64.68011685,30.91,0.597643823,2004
11538,Haiti,667.282546430327,4.421317515,5.401261908,,2004
11539,Hungary,10303.704193626,86.28409963,27.74,4.064578703,2004
11540,IBRD only,1933.9808948417,21.61801084,7.378439977,0.862968608552219,2004
11541,IDA & IBRD total,1646.5721273158,17.76231216,6.123513095,0.795200124396605,2004
11542,IDA total,638.393783266318,4.042811835,1.687422542,,2004
11543,IDA blend,789.524915630453,5.09205935,3.508013556,,2004
11544,Indonesia,1150.26136651088,13.5864546,2.600285876,0.038023039,2004
11545,IDA only,563.839415841538,3.513515975,0.771308665,,2004
11546,Isle of Man,35494.6673353434,,,,2004
11547,India,627.774241726543,4.622779363,1.976136492,0.020803392,2004
11548,Not classified,,,,,2004
11549,Ireland,47666.5470766131,95.117702,36.99,3.748031729,2004
11550,"Iran, Islamic Rep.",2756.19882213993,7.36125265,7.49,,2004
11551,Iraq,1391.96348940291,2.181361761,0.9,,2004
11552,Iceland,47334.9306537723,99.64411344,83.88,19.15604045,2004
11553,Israel,19910.6106710093,112.9045446,22.77048553,15.32084507,2004
11554,Italy,31259.7164954309,108.2859475,33.24,8.152939586,2004
11555,Jamaica,3733.7986713285,67.43272973,10.0,0.990820234,2004
11556,Jordan,2044.96372271857,29.1046413,11.65874137,0.186801867,2004
11557,Japan,38298.9801712303,71.35023936,62.39392963,15.25468492,2004
11558,Kazakhstan,2874.28848272999,16.04588586,2.650394657,0.013095069,2004
11559,Kenya,451.668766613608,7.145047389,3.023528042,,2004
11560,Kyrgyz Republic,433.234976590867,5.226726308,5.090385307,0.037844773,2004
11561,Cambodia,408.513638761735,6.593211984,0.300436644,0.005969478,2004
11562,Kiribati,1131.15250359655,0.67956552,3.5,,2004
11563,St. Kitts and Nevis,10942.7282343544,62.60253864,24.73767754,9.498316208,2004
11564,"Korea, Rep.",16496.1200942502,75.44536178,72.7,24.58361121,2004
11565,Kuwait,27011.6539985998,80.64410141,22.92711204,0.908887649,2004
11566,Latin America & Caribbean (excluding high income),4063.21072801729,30.79136446,14.12883046,1.15805241456047,2004
11567,Lao PDR,417.929168487738,3.606208038,0.36143449,0.000883048,2004
11568,Lebanon,4630.7905852505,19.35591671,9.0,0.0,2004
11569,Liberia,286.064725253488,3.00958238,0.031011185,,2004
11570,Libya,5800.58882597707,8.756331265,3.532838162,,2004
11571,St. Lucia,6591.64550130494,62.41657191,21.39521236,2.34834627,2004
11572,Latin America & Caribbean,4308.35075979416,31.82649008,14.39803213,1.21133522327013,2004
11573,Least developed countries: UN classification,411.802004523111,2.833188754,0.556114407,,2004
11574,Low income,595.972908230199,2.976567279,0.580866512,,2004
11575,Liechtenstein,100289.243002178,74.01602229,64.00744814,13.76117497,2004
11576,Sri Lanka,1065.78443680197,11.40527441,1.44615998,0.105482223,2004
11577,Lower middle income,839.305321967692,7.901733427,3.017304191,0.0399514989291783,2004
11578,Low & middle income,1570.0420740779,17.09732784,5.797835989,0.772954774268674,2004
11579,Lesotho,753.375904380843,9.781598652,2.175524339,0.001096743,2004
11580,Late-demographic dividend,2430.71118706034,29.56488963,10.36227228,1.5233208076783,2004
11581,Lithuania,6700.32719189382,90.24080995,31.23,3.816799763,2004
11582,Luxembourg,76404.4150374498,104.0239565,65.88,8.078456196,2004
11583,Latvia,6378.66652057115,67.43156081,38.58,2.156590773,2004
11584,"Macao SAR, China",22568.3101742114,91.69905661,31.48409738,9.588271342,2004
11585,St. Martin (French part),,,,,2004
11586,Morocco,1952.9025338131,31.00385739,11.60793477,0.214708752,2004
11587,Monaco,123523.493238604,47.01492537,52.49019668,22.70447761,2004
11588,Moldova,897.449958810326,18.88214351,10.62939084,0.058277925,2004
11589,Madagascar,284.48772631736,1.875459508,0.525353655,,2004
11590,Maldives,3941.43113584887,36.38250365,6.588254875,0.230350345,2004
11591,Middle East & North Africa,3988.36811204436,18.42853185,8.431721542,,2004
11592,Mexico,7484.486398707,36.79008756,14.1,1.011608561,2004
11593,Marshall Islands,2431.166018063,1.182171966,3.599776814,,2004
11594,Middle income,1658.47926765646,18.33321423,6.259344917,0.811684652327275,2004
11595,North Macedonia,2795.89926079271,47.91332045,24.44,,2004
11596,Mali,440.956777118877,3.289341883,0.43281964,,2004
11597,Malta,15197.056707914,75.98164924,34.62,9.344690021,2004
11598,Myanmar,193.368765760833,0.190369571,0.024337392,,2004
11599,Middle East & North Africa (excluding high income),2268.0736764723,12.85959263,7.497286565,,2004
11600,Montenegro,3380.16512135859,78.64451417,25.3500686,,2004
11601,Mongolia,797.977726310822,17.17259035,,0.036052045,2004
11602,Northern Mariana Islands,21139.0635918938,35.76494428,,,2004
11603,Mozambique,383.270221899038,3.555903422,0.679447835,,2004
11604,Mauritania,803.777915575114,17.77325961,0.481470438,,2004
11605,Mauritius,5388.06578367365,45.05678729,13.68908859,0.210911286,2004
11606,Malawi,282.567107568989,1.805705782,0.347505335,0.001121784,2004
11607,Malaysia,4952.21395799046,58.00167459,42.25226563,1.002355953,2004
11608,North America,40777.4286719893,61.64886497,64.87501215,13.1932319323088,2004
11609,Namibia,3464.41822576337,14.9965011,3.804715615,,2004
11610,New Caledonia,25770.531081656,50.0006441,30.29804621,2.209693279,2004
11611,Niger,286.490065814065,1.313592133,0.189933734,0.000586626,2004
11612,Nigeria,1007.87434241216,6.759666327,1.286137641,,2004
11613,Nicaragua,1080.26911900907,13.76762253,2.320664609,0.093216414,2004
11614,Netherlands,40362.3947822685,90.86900361,68.52,19.68419092,2004
11615,Norway,57603.836021826,98.40233621,77.69,14.60710615,2004
11616,Nepal,286.157672590748,0.459406033,0.449843651,,2004
11617,Nauru,,,,,2004
11618,New Zealand,25420.234882944,74.18321268,61.84762781,4.697902529,2004
11619,OECD members,28738.7170098458,70.13939311,49.06152471,9.75911856034301,2004
11620,Oman,10126.1377413847,32.96971561,6.75885217,0.027315288,2004
11621,Other small states,6753.97210450348,32.23603344,11.6511992,,2004
11622,Pakistan,687.836412662176,3.206151798,6.164320985,,2004
11623,Panama,4592.15261354224,38.53810965,11.14086254,0.512210968,2004
11624,Peru,2417.03436315532,14.81511166,14.1,0.823951075,2004
11625,Philippines,1121.49000606927,38.8804914,5.243628452,0.105063665,2004
11626,Palau,8317.11394189618,19.75134645,26.97033263,0.372476972,2004
11627,Papua New Guinea,618.036703163199,0.760294889,1.507912772,,2004
11628,Poland,6681.38647195042,60.14669492,32.53,2.280924692,2004
11629,Pre-demographic dividend,668.005731254183,4.875961607,0.986570415,,2004
11630,Puerto Rico,20988.9923326534,50.73926292,22.13073823,2.369655624,2004
11631,"Korea, Dem. People's Rep.",,0.0,0.0,,2004
11632,Portugal,18031.0004215768,100.9567353,31.78,8.006659586,2004
11633,Paraguay,1679.49511989641,30.5214736,3.452438431,0.053223522,2004
11634,West Bank and Gaza,1422.19088643544,12.4561417,4.400904826,0.000513505,2004
11635,Pacific island small states,2349.73610699826,10.12211676,5.169568764,,2004
11636,Post-demographic dividend,32610.2742185404,74.02298584,54.97770062,12.048207450214,2004
11637,French Polynesia,,37.50117191,17.88453743,1.777789931,2004
11638,Qatar,42124.9408415757,65.08839373,20.70164785,1.448892523,2004
11639,Romania,3494.94451718304,47.34193365,15.0,0.483203057,2004
11640,Russian Federation,4102.36483299792,51.16733273,12.8593889,0.468487637,2004
11641,Rwanda,273.633690278611,1.581367669,0.430854243,0.013225008,2004
11642,South Asia,613.94779740106,4.223227223,2.190075374,0.0218361492753922,2004
11643,Saudi Arabia,11185.1370411547,39.66580269,10.234533,0.296982425,2004
11644,Sudan,711.921984166626,2.801567744,0.791561615,0.00211876,2004
11645,Senegal,932.168095434437,10.37285283,4.38602398,0.070906024,2004
11646,Singapore,27608.5373712744,95.53498948,62.0,13.05176442,2004
11647,Solomon Islands,867.107172185448,0.654251874,0.649672673,0.043616792,2004
11648,Sierra Leone,266.569371315474,,0.203007681,,2004
11649,El Salvador,2278.4303299528,30.42232333,3.2,0.486752791,2004
11650,San Marino,59558.7727178495,59.03593642,50.56634304,3.718037319,2004
11651,Somalia,,4.935715757,1.053454744,,2004
11652,Serbia,3502.80292389567,51.17181283,23.5,,2004
11653,Sub-Saharan Africa (excluding high income),934.75083045916,7.383977173,1.49643281,,2004
11654,South Sudan,,,,,2004
11655,Sub-Saharan Africa,935.788370606037,7.390509243,1.499136243,,2004
11656,Small states,6400.85317916948,35.68336659,12.23431361,,2004
11657,Sao Tome and Principe,745.320299910865,5.037824336,13.32285269,,2004
11658,Suriname,3006.18323287406,43.10878121,6.076047814,0.085075525,2004
11659,Slovak Republic,10671.8218610632,79.1787946,52.89,1.45876008,2004
11660,Slovenia,17233.1385611279,92.8859695,40.81,5.781716814,2004
11661,Sweden,42821.6731423358,97.7125802,83.89,15.68295254,2004
11662,Eswatini,2699.13074169713,14.12861522,3.228685073,,2004
11663,Sint Maarten (Dutch part),,,,,2004
11664,Seychelles,10176.6587120064,62.21207648,24.27213922,0.399345485,2004
11665,Syrian Arab Republic,6330.74018259423,13.15920478,4.321593778,0.003365526,2004
11666,Turks and Caicos Islands,18181.0928900371,93.95131086,,,2004
11667,Chad,454.336365239401,1.263512522,0.360920107,,2004
11668,East Asia & Pacific (IDA & IBRD countries),1442.78672613148,23.70606748,6.966415227,1.39997450308533,2004
11669,Europe & Central Asia (IDA & IBRD countries),3751.47686262089,41.44775607,12.92131064,0.645721441944574,2004
11670,Togo,413.329866159356,6.082282965,1.5,,2004
11671,Thailand,2660.12683458135,41.48845903,10.67730332,0.253518335,2004
11672,Tajikistan,311.627231254541,2.026300176,0.077479907,,2004
11673,Turkmenistan,1453.91778376026,1.06518666,0.754053983,,2004
11674,Latin America & the Caribbean (IDA & IBRD countries),4171.21699774723,32.29264038,14.44459053,1.19478364754626,2004
11675,Timor-Leste,453.513312734273,2.646587639,0.0,0.001337596,2004
11676,Middle East & North Africa (IDA & IBRD countries),2277.31471365598,12.86436613,7.533921929,,2004
11677,Tonga,2301.65411507959,16.36432577,3.952373895,0.333273464,2004
11678,South Asia (IDA & IBRD),613.94779740106,4.223227223,2.190075374,0.0218361492753922,2004
11679,Sub-Saharan Africa (IDA & IBRD countries),935.788370606037,7.390509243,1.499136243,,2004
11680,Trinidad and Tobago,10293.8692465675,50.47495471,27.02427008,0.32810825,2004
11681,Tunisia,3111.3743813976,37.2739149,8.528817752,0.028326896,2004
11682,Turkey,6101.63211660696,51.79386258,14.58,0.862442888,2004
11683,Tuvalu,2181.63626862419,5.06636944,,0.506636944,2004
11684,Tanzania,459.259295161963,5.195323984,0.877574971,,2004
11685,Uganda,296.014267535995,4.343693745,0.71997068,,2004
11686,Ukraine,1416.60380962112,29.0897363,3.489477881,,2004
11687,Upper middle income,2610.4778626189,30.30159627,10.00651855,1.46351351357144,2004
11688,Uruguay,4120.54420525002,18.05727333,17.06309834,0.812891618,2004
11689,United States,41712.8010675545,63.21739536,64.75825648,12.77644087,2004
11690,Uzbekistan,465.119886944025,2.086464452,2.593725421,0.021144578,2004
11691,St. Vincent and the Grenadines,4809.93433536743,66.35210852,7.371165842,1.216455323,2004
11692,"Venezuela, RB",4325.69675587558,32.39262805,8.404469592,0.808602081,2004
11693,British Virgin Islands,,,,,2004
11694,Virgin Islands (U.S.),35006.3614404514,59.39384968,27.37700879,1.372904563,2004
11695,Vietnam,546.909619010829,5.971383996,7.642408528,0.06345679,2004
11696,Vanuatu,1788.1222063639,5.145816085,4.746602619,0.011267495,2004
11697,World,6856.20425052951,27.29155513,14.09822932,2.94347283102021,2004
11698,Samoa,2353.45597271756,8.959068257,3.07552941,0.017918137,2004
11699,Kosovo,,,,,2004
11700,"Yemen, Rep.",709.96537880616,7.553698042,0.881222989,,2004
11701,South Africa,5409.1334888271,44.06489862,8.425118683,0.126872399,2004
11702,Zambia,538.591553038374,4.020157494,2.013549532,0.002164382,2004
11703,Zimbabwe,482.998451486038,3.541997645,2.1,0.074601212,2004
11704,Aruba,23300.7383630907,103.3849507,25.4,12.27019624,2005
11705,Africa Eastern and Southern,1129.80871033245,12.48357942,1.83534489,0.0614095389959254,2005
11706,Afghanistan,242.031313175022,4.677582611,1.224148084,0.000857557,2005
11707,Africa Western and Central,1016.47597797202,11.2604703,2.326741166,0.0102164555491789,2005
11708,Angola,1902.42214975937,8.290372521,1.143366827,,2005
11709,Albania,2673.78658429559,49.57363751,6.043890864,0.008811686,2005
11710,Andorra,40064.2249292197,81.8593328,37.60576622,13.11194796,2005
11711,Arab World,4120.84215652095,26.29034195,8.464300594,0.308235375617267,2005
11712,United Arab Emirates,39365.4596409245,98.8212871,40.0,2.818519144,2005
11713,Argentina,5109.85224490403,56.96774563,17.72058337,2.382751765,2005
11714,Armenia,1643.75688889146,10.66807457,5.252983352,0.066750099,2005
11715,American Samoa,8395.31877025371,,,,2005
11716,Antigua and Barbuda,12557.5478500769,105.5668078,27.0,7.120849445,2005
11717,Australia,34080.9998953245,91.28509793,63.0,9.990812021,2005
11718,Austria,38403.1338770715,104.9838556,58.0,14.22400998,2005
11719,Azerbaijan,1578.40239029603,26.25721649,8.030375356,0.025577949,2005
11720,Burundi,151.681566343002,2.077432001,0.542142866,,2005
11721,Belgium,36795.9768819639,91.0666428,55.82,19.06329508,2005
11722,Benin,822.785143124704,7.469934761,1.271031439,0.002455456,2005
11723,Burkina Faso,457.933430763383,4.720289854,0.469914489,0.002860989,2005
11724,Bangladesh,499.461940239156,6.473166692,0.241637326,,2005
11725,Bulgaria,3899.90763774017,81.24044323,19.97,2.152592923,2005
11726,Bahrain,17959.3968267194,86.2723862,21.30373351,2.410353995,2005
11727,"Bahamas, The",30279.3922080481,70.11380322,25.0,4.119325615,2005
11728,Bosnia and Herzegovina,2980.60126845084,42.34334246,21.326701,0.363898951,2005
11729,Belarus,3125.81053502853,42.87243539,,0.01635626,2005
11730,Belize,3885.03407353117,33.82663848,17.0,1.769556025,2005
11731,Bermuda,75882.0338560339,79.56895121,65.44706579,27.90195753,2005
11732,Bolivia,1034.31180039586,26.22748856,5.227583957,0.14051744,2005
11733,Brazil,4790.45656586131,46.31799164,21.02274725,1.737414889,2005
11734,Barbados,13822.7417486972,74.61919565,52.5,11.55966025,2005
11735,Brunei Darussalam,26105.4220290571,63.78829626,36.46639195,2.225606249,2005
11736,Bhutan,1228.43235572338,5.549227039,3.847106745,,2005
11737,Botswana,5513.33106259322,31.33727387,3.262554036,0.088934443,2005
11738,Central African Republic,331.163088206718,2.476239246,0.268195609,,2005
11739,Canada,36382.5079164537,52.90522486,71.66,21.77568932,2005
11740,Central Europe and the Baltics,8362.98075380163,82.10999515,34.75088949,3.58256577756282,2005
11741,Switzerland,56546.7856553987,92.51933445,70.1,22.59724623,2005
11742,Channel Islands,58198.9841849805,,,,2005
11743,Chile,7598.52887745949,65.31393577,31.17534703,4.378522005,2005
11744,China,1753.41782926104,29.56214176,8.523257003,2.806632321,2005
11745,Cote d'Ivoire,1309.59165282851,12.80033348,1.039238205,0.006750383,2005
11746,Cameroon,1100.17492617744,12.70205787,1.402654226,0.001139093,2005
11747,"Congo, Dem. Rep.",218.386226715772,5.012409853,0.238037799,,2005
11748,"Congo, Rep.",1834.88001382638,15.40785724,1.46342006,,2005
11749,Colombia,3414.46515834715,51.23366844,11.00726389,0.747245052,2005
11750,Comoros,1069.02942631854,2.537984752,2.0,0.000653993,2005
11751,Cabo Verde,2099.14841708582,17.64910417,6.074087107,0.202361824,2005
11752,Costa Rica,4676.37936562394,25.69838959,22.07,1.048045247,2005
11753,Caribbean small states,7255.14409137518,64.68923432,19.42329602,2.05890296131045,2005
11754,Cuba,3786.66345042341,1.203507642,9.738062208,,2005
11755,Curacao,,,,,2005
11756,Cayman Islands,,164.3186293,38.03438308,,2005
11757,Cyprus,24959.2591697881,105.1751344,32.81,4.28172043,2005
11758,Czech Republic,13430.6698955613,114.7951481,35.27,6.912180314,2005
11759,Germany,34507.3688142332,97.14257025,68.71,13.21867362,2005
11760,Djibouti,904.736679476444,5.62435685,0.953611449,0.005362245,2005
11761,Dominica,5160.88914077013,73.66586862,38.54364326,4.816614487,2005
11762,Denmark,48799.8256011275,100.5072946,82.74,24.78658916,2005
11763,Dominican Republic,3932.78440650852,39.82836805,11.48319778,0.66694829,2005
11764,Algeria,3113.09488313746,41.2110671,5.843942092,0.40724321,2005
11765,East Asia & Pacific (excluding high income),1639.1857073764,27.96176079,8.313006093,2.05315393662138,2005
11766,Early-demographic dividend,1831.75640753582,17.2534916,4.873934565,0.363894109809534,2005
11767,East Asia & Pacific,4882.91216345441,33.83504758,14.68650232,3.91980662750335,2005
11768,Europe & Central Asia (excluding high income),4307.03858434645,60.89191483,12.42805884,1.03718148503441,2005
11769,Europe & Central Asia,19256.3040321273,81.26337232,35.16140065,7.7012334511493,2005
11770,Ecuador,3002.13860439139,45.17865705,5.994255161,0.193738583,2005
11771,"Egypt, Arab Rep.",1186.39331322717,18.04681927,12.75,0.186695361,2005
11772,Euro area,31937.7054596868,98.53771461,51.1537094,13.2082904671283,2005
11773,Eritrea,388.595947483174,1.430593503,,,2005
11774,Spain,26419.2968638221,96.9899264,47.88,11.43867178,2005
11775,Estonia,10412.6443137966,106.6132211,61.45,13.21877065,2005
11776,Ethiopia,162.43272862793,0.53785179,0.219659819,7.99e-05,2005
11777,European Union,27335.7677628281,94.61271505,48.30194366,11.5359403988619,2005
11778,Fragile and conflict affected situations,1208.95508735823,9.116417345,2.305573918,0.0818195449689879,2005
11779,Finland,39040.2888825052,100.2105563,74.48,22.32774861,2005
11780,Fiji,3627.63285585254,24.95119303,8.453636634,0.851991957,2005
11781,France,34760.1850154731,78.67784699,42.87,15.49571388,2005
11782,Faroe Islands,36198.5437743045,88.07677801,67.90263174,12.29621558,2005
11783,"Micronesia, Fed. Sts.",2358.1466999576,13.28006483,11.8813691,0.043343478,2005
11784,Gabon,6891.36192038265,52.97835603,4.89326475,0.110028485,2005
11785,United Kingdom,42132.0907219815,108.5982533,70.0,16.4189566,2005
11786,Georgia,1642.76093756395,27.89218863,6.079457629,0.056767331,2005
11787,Ghana,492.54405617264,13.17720456,1.831197461,0.008728083,2005
11788,Gibraltar,,60.20650832,39.07013088,,2005
11789,Guinea,322.415540033465,2.074738673,0.542254181,,2005
11790,"Gambia, The",665.720215700547,16.03105702,3.799001139,0.004599217,2005
11791,Guinea-Bissau,436.475220248958,7.347966065,1.901365316,,2005
11792,Equatorial Guinea,10963.4063784924,12.92801537,1.149789671,0.024014889,2005
11793,Greece,22551.7357667365,91.40834783,24.0,1.426422995,2005
11794,Grenada,6645.98554869724,44.77121373,20.48780488,3.07851062,2005
11795,Greenland,32489.7819085278,81.61401907,57.7034045,12.51602255,2005
11796,Guatemala,2068.50012859333,34.43843431,5.7,0.206978788,2005
11797,Guam,26596.2147898438,,38.55987756,,2005
11798,Guyana,1105.50682477118,37.70865079,,0.268037949,2005
11799,High income,33925.2066386497,83.76067637,58.70057785,15.1066312699039,2005
11800,"Hong Kong SAR, China",26649.750801707,126.2155492,56.9,24.5081596,2005
11801,Honduras,1296.69478359222,17.18011231,6.5,,2005
11802,Heavily indebted poor countries (HIPC),509.369078653841,6.354733972,1.214381552,,2005
11803,Croatia,10621.507456753,83.36344562,33.14,2.654144829,2005
11804,Haiti,781.276657785884,5.439742616,6.376201635,,2005
11805,Hungary,11225.9325815328,92.40589149,38.97,6.461362985,2005
11806,IBRD only,2288.36068737662,29.10186085,8.680222091,1.31618552848976,2005
11807,IDA & IBRD total,1938.95960359059,24.26728082,7.239501619,1.09353651237675,2005
11808,IDA total,729.021525848033,7.320338513,2.191598028,0.0140395342060536,2005
11809,IDA blend,922.292226049297,10.08156938,4.444492546,0.0163099566008394,2005
11810,Indonesia,1263.28733171098,20.73007286,3.602024763,0.047814863,2005
11811,IDA only,633.306567030215,5.930978327,1.053922572,,2005
11812,Isle of Man,37766.6795361987,,,,2005
11813,India,714.8610153644,7.854585245,2.388075,0.117461514,2005
11814,Not classified,,,,,2005
11815,Ireland,50914.0312860651,103.1096369,41.61,7.787554546,2005
11816,"Iran, Islamic Rep.",3246.05112244352,12.19929284,8.1,,2005
11817,Iraq,1855.52234835917,5.694167701,0.9,,2005
11818,Iceland,56794.8501588953,95.97564572,87.0,26.44832344,2005
11819,Israel,20585.1386127162,118.7996776,25.19404242,18.83191599,2005
11820,Italy,32043.1403684119,122.6810451,35.0,11.70567626,2005
11821,Jamaica,4103.6016371324,72.3161252,12.8,1.642333968,2005
11822,Jordan,2183.39464250953,54.42071862,12.93285205,0.40847192,2005
11823,Japan,37812.8950199948,75.18656608,66.9210661,18.15772637,2005
11824,Kazakhstan,3771.27895733845,35.0455602,2.961707492,0.019451,2005
11825,Kenya,511.616394301253,12.59244566,3.101897702,0.014741339,2005
11826,Kyrgyz Republic,476.552129968975,10.67221611,10.53380134,0.045159474,2005
11827,Cambodia,474.111192071079,8.000992063,0.317321781,0.007533891,2005
11828,Kiribati,1214.63560321853,0.70403466,4.0,0.348767939,2005
11829,St. Kitts and Nevis,11679.4097093764,108.8417952,34.0,13.87199351,2005
11830,"Korea, Rep.",19402.5026259549,78.72993476,73.5,25.03170926,2005
11831,Kuwait,35591.0371337921,60.87944752,25.92610837,1.101225532,2005
11832,Latin America & Caribbean (excluding high income),4856.20355104887,42.18905411,16.22329017,1.48456813943439,2005
11833,Lao PDR,475.610796203932,11.4319374,0.85035749,0.005459278,2005
11834,Lebanon,4575.10745895486,21.14507584,10.14,0.0,2005
11835,Liberia,294.893220066163,4.971853097,,,2005
11836,Libya,8163.00937006792,34.49100078,3.917787977,,2005
11837,St. Lucia,6949.20417333029,64.65422814,21.56758295,4.283520074,2005
11838,Latin America & Caribbean,5145.03998961803,43.28533127,16.61605681,1.58796643596095,2005
11839,Least developed countries: UN classification,475.118129566862,4.992395682,0.78831692,,2005
11840,Low income,690.489184355497,4.36178906,0.868021468,,2005
